title,year,url,arxiv_id,doi,venue,primary_category,categories,pdf_url,source
RT-1: Robotics Transformer for Real-World Control at Scale,2022,http://arxiv.org/abs/2212.06817v2,2212.06817v2,,,cs.RO,"cs.RO,cs.AI,cs.CL,cs.CV,cs.LG",https://arxiv.org/pdf/2212.06817v2,arxiv
RT-2: Vision-Language-Action Models Transfer Web Knowledge to Robotic Control,2023,http://arxiv.org/abs/2307.15818v1,2307.15818v1,,,cs.RO,"cs.RO,cs.CL,cs.CV,cs.LG",https://arxiv.org/pdf/2307.15818v1,arxiv
Octo: An Open-Source Generalist Robot Policy,2024,http://arxiv.org/abs/2405.12213v2,2405.12213v2,,,cs.RO,"cs.RO,cs.LG",https://arxiv.org/pdf/2405.12213v2,arxiv
OpenVLA: An Open-Source Vision-Language-Action Model,2024,http://arxiv.org/abs/2406.09246v3,2406.09246v3,,,cs.RO,"cs.RO,cs.LG",https://arxiv.org/pdf/2406.09246v3,arxiv
A Survey on Vision-Language-Action Models for Embodied AI,2024,http://arxiv.org/abs/2405.14093v7,2405.14093v7,,,cs.RO,"cs.RO,cs.CL,cs.CV",https://arxiv.org/pdf/2405.14093v7,arxiv
Embodied AI with Foundation Models for Mobile Service Robots: A Systematic Review,2025,http://arxiv.org/abs/2505.20503v2,2505.20503v2,10.3390/robotics15030055,"Robotics 2026, 15(3), 55",cs.RO,"cs.RO,cs.AI,cs.CL,cs.CV,cs.LG",https://arxiv.org/pdf/2505.20503v2,arxiv
Towards Embodied Agentic AI: Review and Classification of LLM- and VLM-Driven Robot Autonomy and Interaction,2025,http://arxiv.org/abs/2508.05294v4,2508.05294v4,,,cs.RO,"cs.RO,cs.AI,cs.LG",https://arxiv.org/pdf/2508.05294v4,arxiv
A High-Fidelity Digital Twin for Robotic Manipulation Based on 3D Gaussian Splatting,2026,http://arxiv.org/abs/2601.03200v1,2601.03200v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2601.03200v1,arxiv
A Perspective on Open Challenges in Deformable Object Manipulation,2026,http://arxiv.org/abs/2602.22998v1,2602.22998v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2602.22998v1,arxiv
A Pragmatic VLA Foundation Model,2026,http://arxiv.org/abs/2601.18692v2,2601.18692v2,,,cs.RO,"cs.RO,cs.CV",https://arxiv.org/pdf/2601.18692v2,arxiv
A Review of Online Diffusion Policy RL Algorithms for Scalable Robotic Control,2026,http://arxiv.org/abs/2601.06133v2,2601.06133v2,,,cs.LG,"cs.LG,cs.AI,cs.RO",https://arxiv.org/pdf/2601.06133v2,arxiv
A Soft Wrist with Anisotropic and Selectable Stiffness for Robust Robot Learning in Contact-rich Manipulation,2026,http://arxiv.org/abs/2602.14434v1,2602.14434v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2602.14434v1,arxiv
A Systematic Study of Data Modalities and Strategies for Co-training Large Behavior Models for Robot Manipulation,2026,http://arxiv.org/abs/2602.01067v1,2602.01067v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2602.01067v1,arxiv
ACoT-VLA: Action Chain-of-Thought for Vision-Language-Action Models,2026,http://arxiv.org/abs/2601.11404v1,2601.11404v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2601.11404v1,arxiv
AIR-VLA: Vision-Language-Action Systems for Aerial Manipulation,2026,http://arxiv.org/abs/2601.21602v2,2601.21602v2,,,cs.RO,cs.RO,https://arxiv.org/pdf/2601.21602v2,arxiv
APPLV: Adaptive Planner Parameter Learning from Vision-Language-Action Model,2026,http://arxiv.org/abs/2603.08862v1,2603.08862v1,,,cs.RO,"cs.RO,cs.LG",https://arxiv.org/pdf/2603.08862v1,arxiv
Accelerating Robotic Reinforcement Learning with Agent Guidance,2026,http://arxiv.org/abs/2602.11978v2,2602.11978v2,,,cs.RO,"cs.RO,cs.AI",https://arxiv.org/pdf/2602.11978v2,arxiv
Advances in GRPO for Generation Models: A Survey,2026,http://arxiv.org/abs/2603.06623v1,2603.06623v1,,,cs.LG,cs.LG,https://arxiv.org/pdf/2603.06623v1,arxiv
Advancing Improvisation in Human-Robot Construction Collaboration: Taxonomy and Research Roadmap,2026,http://arxiv.org/abs/2601.17219v1,2601.17219v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2601.17219v1,arxiv
Advancing Open-source World Models,2026,http://arxiv.org/abs/2601.20540v1,2601.20540v1,,,cs.CV,cs.CV,https://arxiv.org/pdf/2601.20540v1,arxiv
Affordance-Graphed Task Worlds: Self-Evolving Task Generation for Scalable Embodied Learning,2026,http://arxiv.org/abs/2602.12065v1,2602.12065v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2602.12065v1,arxiv
Agentic AI for Robot Control: Flexible but still Fragile,2026,http://arxiv.org/abs/2602.13081v1,2602.13081v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2602.13081v1,arxiv
AnyCamVLA: Zero-Shot Camera Adaptation for Viewpoint Robust Vision-Language-Action Models,2026,http://arxiv.org/abs/2603.05868v1,2603.05868v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2603.05868v1,arxiv
Articulated 3D Scene Graphs for Open-World Mobile Manipulation,2026,http://arxiv.org/abs/2602.16356v1,2602.16356v1,,,cs.RO,"cs.RO,cs.AI,cs.CV",https://arxiv.org/pdf/2602.16356v1,arxiv
Athena: An Autonomous Open-Hardware Tracked Rescue Robot Platform,2026,http://arxiv.org/abs/2602.19898v1,2602.19898v1,10.1109/SSRR68451.2025.11391264,,cs.RO,cs.RO,https://arxiv.org/pdf/2602.19898v1,arxiv
Autonomous Manipulation of Hazardous Chemicals and Delicate Objects in a Self-Driving Laboratory: A Sliding Mode Approach,2026,http://arxiv.org/abs/2602.06977v1,2602.06977v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2602.06977v1,arxiv
"Autonomous Navigation at the Nano-Scale: Algorithms, Architectures, and Constraints",2026,http://arxiv.org/abs/2601.13252v2,2601.13252v2,,,cs.RO,"cs.RO,eess.SY",https://arxiv.org/pdf/2601.13252v2,arxiv
Autonomous Sea Turtle Robot for Marine Fieldwork,2026,http://arxiv.org/abs/2602.21389v1,2602.21389v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2602.21389v1,arxiv
Being-H0.5: Scaling Human-Centric Robot Learning for Cross-Embodiment Generalization,2026,http://arxiv.org/abs/2601.12993v1,2601.12993v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2601.12993v1,arxiv
Beyond the Majority: Long-tail Imitation Learning for Robotic Manipulation,2026,http://arxiv.org/abs/2602.06512v1,2602.06512v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2602.06512v1,arxiv
Bimanual High-Density EMG Control for In-Home Mobile Manipulation by a User with Quadriplegia,2026,http://arxiv.org/abs/2602.02773v1,2602.02773v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2602.02773v1,arxiv
CORAL: Scalable Multi-Task Robot Learning via LoRA Experts,2026,http://arxiv.org/abs/2603.09298v1,2603.09298v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2603.09298v1,arxiv
Capturing Visual Environment Structure Correlates with Control Performance,2026,http://arxiv.org/abs/2602.04880v1,2602.04880v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2602.04880v1,arxiv
Causal World Modeling for Robot Control,2026,http://arxiv.org/abs/2601.21998v1,2601.21998v1,,,cs.CV,"cs.CV,cs.RO",https://arxiv.org/pdf/2601.21998v1,arxiv
CompliantVLA-adaptor: VLM-Guided Variable Impedance Action for Safe Contact-Rich Manipulation,2026,http://arxiv.org/abs/2601.15541v1,2601.15541v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2601.15541v1,arxiv
Composable Model-Free RL for Navigation with Input-Affine Systems,2026,http://arxiv.org/abs/2602.12492v1,2602.12492v1,,,cs.RO,"cs.RO,cs.LG",https://arxiv.org/pdf/2602.12492v1,arxiv
ConLA: Contrastive Latent Action Learning from Human Videos for Robotic Manipulation,2026,http://arxiv.org/abs/2602.00557v1,2602.00557v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2602.00557v1,arxiv
ConceptACT: Episode-Level Concepts for Sample-Efficient Robotic Imitation Learning,2026,http://arxiv.org/abs/2601.17135v1,2601.17135v1,,,cs.LG,"cs.LG,cs.RO",https://arxiv.org/pdf/2601.17135v1,arxiv
Contact-Anchored Policies: Contact Conditioning Creates Strong Robot Utility Models,2026,http://arxiv.org/abs/2602.09017v1,2602.09017v1,,,cs.RO,"cs.RO,cs.LG",https://arxiv.org/pdf/2602.09017v1,arxiv
"Cutting the Cord: System Architecture for Low-Cost, GPU-Accelerated Bimanual Mobile Manipulation",2026,http://arxiv.org/abs/2603.09051v1,2603.09051v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2603.09051v1,arxiv
"Cybersecurity of Teleoperated Quadruped Robots: A Systematic Survey of Vulnerabilities, Threats, and Open Defense Gaps",2026,http://arxiv.org/abs/2602.23404v1,2602.23404v1,,,cs.RO,"cs.RO,cs.CR,eess.SY",https://arxiv.org/pdf/2602.23404v1,arxiv
Data Analogies Enable Efficient Cross-Embodiment Transfer,2026,http://arxiv.org/abs/2603.06450v1,2603.06450v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2603.06450v1,arxiv
DeFM: Learning Foundation Representations from Depth for Robotics,2026,http://arxiv.org/abs/2601.18923v1,2601.18923v1,,,cs.RO,"cs.RO,cs.CV",https://arxiv.org/pdf/2601.18923v1,arxiv
DexImit: Learning Bimanual Dexterous Manipulation from Monocular Human Videos,2026,http://arxiv.org/abs/2602.10105v1,2602.10105v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2602.10105v1,arxiv
Differentiable Inverse Graphics for Zero-shot Scene Reconstruction and Robot Grasping,2026,http://arxiv.org/abs/2602.05029v1,2602.05029v1,,,cs.RO,"cs.RO,cs.AI,cs.CV,cs.LG",https://arxiv.org/pdf/2602.05029v1,arxiv
DreamDojo: A Generalist Robot World Model from Large-Scale Human Videos,2026,http://arxiv.org/abs/2602.06949v1,2602.06949v1,,,cs.RO,"cs.RO,cs.AI,cs.CV,cs.LG",https://arxiv.org/pdf/2602.06949v1,arxiv
Efficient Long-Horizon Vision-Language-Action Models via Static-Dynamic Disentanglement,2026,http://arxiv.org/abs/2602.03983v2,2602.03983v2,,,cs.RO,"cs.RO,cs.CV",https://arxiv.org/pdf/2602.03983v2,arxiv
Embedding Morphology into Transformers for Cross-Robot Policy Learning,2026,http://arxiv.org/abs/2603.00182v1,2603.00182v1,,,cs.RO,"cs.RO,cs.AI,cs.LG,eess.SY",https://arxiv.org/pdf/2603.00182v1,arxiv
EquiBim: Learning Symmetry-Equivariant Policy for Bimanual Manipulation,2026,http://arxiv.org/abs/2603.08541v1,2603.08541v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2603.08541v1,arxiv
FOMO-3D: Using Vision Foundation Models for Long-Tailed 3D Object Detection,2026,http://arxiv.org/abs/2603.08611v1,2603.08611v1,,,cs.CV,"cs.CV,cs.RO",https://arxiv.org/pdf/2603.08611v1,arxiv
FRAPPE: Infusing World Modeling into Generalist Policies via Multiple Future Representation Alignment,2026,http://arxiv.org/abs/2602.17259v1,2602.17259v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2602.17259v1,arxiv
FUTURE-VLA: Forecasting Unified Trajectories Under Real-time Execution,2026,http://arxiv.org/abs/2602.15882v1,2602.15882v1,,,cs.RO,"cs.RO,cs.AI",https://arxiv.org/pdf/2602.15882v1,arxiv
Fast and Safe Trajectory Optimization for Mobile Manipulators With Neural Configuration Space Distance Field,2026,http://arxiv.org/abs/2601.18548v2,2601.18548v2,,,cs.RO,cs.RO,https://arxiv.org/pdf/2601.18548v2,arxiv
Formal Methods in Robot Policy Learning and Verification: A Survey on Current Techniques and Future Directions,2026,http://arxiv.org/abs/2602.06971v1,2602.06971v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2602.06971v1,arxiv
From Language to Action: Can LLM-Based Agents Be Used for Embodied Robot Cognition?,2026,http://arxiv.org/abs/2603.03148v1,2603.03148v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2603.03148v1,arxiv
From Perception to Action: Spatial AI Agents and World Models,2026,http://arxiv.org/abs/2602.01644v1,2602.01644v1,,,cs.LG,"cs.LG,cs.AI,cs.CV,cs.MA,cs.RO",https://arxiv.org/pdf/2602.01644v1,arxiv
From Shallow Waters to Mariana Trench: A Survey of Bio-inspired Underwater Soft Robots,2026,http://arxiv.org/abs/2601.12353v1,2601.12353v1,10.1088/1748-3190/ae3af2,,cs.RO,cs.RO,https://arxiv.org/pdf/2601.12353v1,arxiv
Genie Sim 3.0 : A High-Fidelity Comprehensive Simulation Platform for Humanoid Robot,2026,http://arxiv.org/abs/2601.02078v1,2601.02078v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2601.02078v1,arxiv
Green-VLA: Staged Vision-Language-Action Model for Generalist Robots,2026,http://arxiv.org/abs/2602.00919v2,2602.00919v2,,,cs.RO,cs.RO,https://arxiv.org/pdf/2602.00919v2,arxiv
HoMMI: Learning Whole-Body Mobile Manipulation from Human Demonstrations,2026,http://arxiv.org/abs/2603.03243v1,2603.03243v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2603.03243v1,arxiv
Human Preference Modeling Using Visual Motion Prediction Improves Robot Skill Learning from Egocentric Human Video,2026,http://arxiv.org/abs/2602.11393v1,2602.11393v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2602.11393v1,arxiv
I-Perceive: A Foundation Model for Active Perception with Language Instructions,2026,http://arxiv.org/abs/2603.00600v1,2603.00600v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2603.00600v1,arxiv
IG-RFT: An Interaction-Guided RL Framework for VLA Models in Long-Horizon Robotic Manipulation,2026,http://arxiv.org/abs/2602.20715v1,2602.20715v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2602.20715v1,arxiv
Imitating What Works: Simulation-Filtered Modular Policy Learning from Human Videos,2026,http://arxiv.org/abs/2602.13197v1,2602.13197v1,,,cs.RO,"cs.RO,cs.CV,cs.LG",https://arxiv.org/pdf/2602.13197v1,arxiv
Impact of Different Failures on a Robot's Perceived Reliability,2026,http://arxiv.org/abs/2603.08821v1,2603.08821v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2603.08821v1,arxiv
"Improving CMA-ES Convergence Speed, Efficiency, and Reliability in Noisy Robot Optimization Problems",2026,http://arxiv.org/abs/2601.09594v1,2601.09594v1,,,cs.NE,cs.NE,https://arxiv.org/pdf/2601.09594v1,arxiv
Improving Robustness of Vision-Language-Action Models by Restoring Corrupted Visual Inputs,2026,http://arxiv.org/abs/2602.01158v1,2602.01158v1,,,cs.CV,"cs.CV,cs.RO",https://arxiv.org/pdf/2602.01158v1,arxiv
InCoM: Intent-Driven Perception and Structured Coordination for Whole-Body Mobile Manipulation,2026,http://arxiv.org/abs/2602.23024v1,2602.23024v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2602.23024v1,arxiv
Integrated Exploration and Sequential Manipulation on Scene Graph with LLM-based Situated Replanning,2026,http://arxiv.org/abs/2602.04419v2,2602.04419v2,,,cs.RO,cs.RO,https://arxiv.org/pdf/2602.04419v2,arxiv
InterPReT: Interactive Policy Restructuring and Training Enable Effective Imitation Learning from Laypersons,2026,http://arxiv.org/abs/2602.04213v1,2602.04213v1,10.1145/3757279.3785549,,cs.AI,cs.AI,https://arxiv.org/pdf/2602.04213v1,arxiv
Interface-Aware Trajectory Reconstruction of Limited Demonstrations for Robot Learning,2026,http://arxiv.org/abs/2602.23287v1,2602.23287v1,10.1145/3757279.3788671,,cs.RO,cs.RO,https://arxiv.org/pdf/2602.23287v1,arxiv
Is Your Safe Controller Actually Safe? A Critical Review of CBF Tautologies and Hidden Assumptions,2026,http://arxiv.org/abs/2603.06954v1,2603.06954v1,,,cs.RO,"cs.RO,eess.SY",https://arxiv.org/pdf/2603.06954v1,arxiv
LIEREx: Language-Image Embeddings for Robotic Exploration,2026,http://arxiv.org/abs/2602.01930v1,2602.01930v1,10.1007/s13218-026-00902-6,Künstliche Intelligenz (2026),cs.RO,"cs.RO,cs.CV",https://arxiv.org/pdf/2602.01930v1,arxiv
Learning Diffusion Policy from Primitive Skills for Robot Manipulation,2026,http://arxiv.org/abs/2601.01948v1,2601.01948v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2601.01948v1,arxiv
MEM: Multi-Scale Embodied Memory for Vision Language Action Models,2026,http://arxiv.org/abs/2603.03596v2,2603.03596v2,,,cs.RO,"cs.RO,cs.LG",https://arxiv.org/pdf/2603.03596v2,arxiv
MOTIF: Learning Action Motifs for Few-shot Cross-Embodiment Transfer,2026,http://arxiv.org/abs/2602.13764v1,2602.13764v1,,,cs.RO,"cs.RO,cs.AI",https://arxiv.org/pdf/2602.13764v1,arxiv
MVP-LAM: Learning Action-Centric Latent Action via Cross-Viewpoint Reconstruction,2026,http://arxiv.org/abs/2602.03668v1,2602.03668v1,,,cs.RO,"cs.RO,cs.CV",https://arxiv.org/pdf/2602.03668v1,arxiv
MerNav: A Highly Generalizable Memory-Execute-Review Framework for Zero-Shot Object Goal Navigation,2026,http://arxiv.org/abs/2602.05467v1,2602.05467v1,,,cs.CV,"cs.CV,cs.CL,cs.RO",https://arxiv.org/pdf/2602.05467v1,arxiv
"Mimic Intent, Not Just Trajectories",2026,http://arxiv.org/abs/2602.08602v1,2602.08602v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2602.08602v1,arxiv
MoE-ACT: Improving Surgical Imitation Learning Policies through Supervised Mixture-of-Experts,2026,http://arxiv.org/abs/2601.21971v1,2601.21971v1,,,cs.RO,"cs.RO,cs.AI,cs.LG",https://arxiv.org/pdf/2601.21971v1,arxiv
MoMaStage: Skill-State Graph Guided Planning and Closed-Loop Execution for Long-Horizon Indoor Mobile Manipulation,2026,http://arxiv.org/abs/2603.08383v1,2603.08383v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2603.08383v1,arxiv
MobileManiBench: Simplifying Model Verification for Mobile Manipulation,2026,http://arxiv.org/abs/2602.05233v1,2602.05233v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2602.05233v1,arxiv
Model Reconciliation through Explainability and Collaborative Recovery in Assistive Robotics,2026,http://arxiv.org/abs/2601.06552v3,2601.06552v3,,,cs.RO,"cs.RO,cs.HC",https://arxiv.org/pdf/2601.06552v3,arxiv
MolmoSpaces: A Large-Scale Open Ecosystem for Robot Navigation and Manipulation,2026,http://arxiv.org/abs/2602.11337v2,2602.11337v2,,,cs.RO,"cs.RO,cs.AI,cs.CV",https://arxiv.org/pdf/2602.11337v2,arxiv
Morphogenetic Assembly and Adaptive Control for Heterogeneous Modular Robots,2026,http://arxiv.org/abs/2602.10561v1,2602.10561v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2602.10561v1,arxiv
Multi Graph Search for High-Dimensional Robot Motion Planning,2026,http://arxiv.org/abs/2602.12096v1,2602.12096v1,,,cs.RO,"cs.RO,cs.AI",https://arxiv.org/pdf/2602.12096v1,arxiv
Off-Policy Actor-Critic with Sigmoid-Bounded Entropy for Real-World Robot Learning,2026,http://arxiv.org/abs/2601.15761v1,2601.15761v1,,,cs.AI,cs.AI,https://arxiv.org/pdf/2601.15761v1,arxiv
On-the-Fly VLA Adaptation via Test-Time Reinforcement Learning,2026,http://arxiv.org/abs/2601.06748v2,2601.06748v2,,,cs.RO,cs.RO,https://arxiv.org/pdf/2601.06748v2,arxiv
Online Estimation and Manipulation of Articulated Objects,2026,http://arxiv.org/abs/2601.01438v1,2601.01438v1,,,cs.RO,"cs.RO,cs.AI",https://arxiv.org/pdf/2601.01438v1,arxiv
Optimal-Horizon Social Robot Navigation in Heterogeneous Crowds,2026,http://arxiv.org/abs/2603.00507v1,2603.00507v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2603.00507v1,arxiv
"Pedagogical Alignment for Vision-Language-Action Models: A Comprehensive Framework for Data, Architecture, and Evaluation in Education",2026,http://arxiv.org/abs/2601.13876v1,2601.13876v1,,,cs.CL,cs.CL,https://arxiv.org/pdf/2601.13876v1,arxiv
Point Bridge: 3D Representations for Cross Domain Policy Learning,2026,http://arxiv.org/abs/2601.16212v3,2601.16212v3,,,cs.RO,cs.RO,https://arxiv.org/pdf/2601.16212v3,arxiv
Quality over Quantity: Demonstration Curation via Influence Functions for Data-Centric Robot Learning,2026,http://arxiv.org/abs/2603.09056v1,2603.09056v1,,,cs.RO,"cs.RO,cs.LG",https://arxiv.org/pdf/2603.09056v1,arxiv
RDT2: Exploring the Scaling Limit of UMI Data Towards Zero-Shot Cross-Embodiment Generalization,2026,http://arxiv.org/abs/2602.03310v1,2602.03310v1,,,cs.RO,"cs.RO,cs.AI,cs.CV,cs.LG",https://arxiv.org/pdf/2602.03310v1,arxiv
ReWorld: Multi-Dimensional Reward Modeling for Embodied World Models,2026,http://arxiv.org/abs/2601.12428v1,2601.12428v1,,,cs.RO,"cs.RO,cs.CV",https://arxiv.org/pdf/2601.12428v1,arxiv
Restoring Linguistic Grounding in VLA Models via Train-Free Attention Recalibration,2026,http://arxiv.org/abs/2603.06001v1,2603.06001v1,,,cs.RO,"cs.RO,cs.AI,cs.CV",https://arxiv.org/pdf/2603.06001v1,arxiv
Rethinking Camera Choice: An Empirical Study on Fisheye Camera Properties in Robotic Manipulation,2026,http://arxiv.org/abs/2603.02139v1,2603.02139v1,,,cs.RO,"cs.RO,cs.CV",https://arxiv.org/pdf/2603.02139v1,arxiv
"Rethinking Visual-Language-Action Model Scaling: Alignment, Mixture, and Regularization",2026,http://arxiv.org/abs/2602.09722v1,2602.09722v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2602.09722v1,arxiv
Rethinking the Practicality of Vision-language-action Model: A Comprehensive Benchmark and An Improved Baseline,2026,http://arxiv.org/abs/2602.22663v1,2602.22663v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2602.22663v1,arxiv
Risk-Aware Reinforcement Learning for Mobile Manipulation,2026,http://arxiv.org/abs/2603.04579v1,2603.04579v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2603.04579v1,arxiv
RoboAug: One Annotation to Hundreds of Scenes via Region-Contrastive Data Augmentation for Robotic Manipulation,2026,http://arxiv.org/abs/2602.14032v1,2602.14032v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2602.14032v1,arxiv
RoboCasa365: A Large-Scale Simulation Framework for Training and Benchmarking Generalist Robots,2026,http://arxiv.org/abs/2603.04356v1,2603.04356v1,,,cs.RO,"cs.RO,cs.AI,cs.LG",https://arxiv.org/pdf/2603.04356v1,arxiv
RoboCurate: Harnessing Diversity with Action-Verified Neural Trajectory for Robot Learning,2026,http://arxiv.org/abs/2602.18742v1,2602.18742v1,,,cs.RO,"cs.RO,cs.AI,cs.CV",https://arxiv.org/pdf/2602.18742v1,arxiv
RoboInter: A Holistic Intermediate Representation Suite Towards Robotic Manipulation,2026,http://arxiv.org/abs/2602.09973v1,2602.09973v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2602.09973v1,arxiv
RoboReward: General-Purpose Vision-Language Reward Models for Robotics,2026,http://arxiv.org/abs/2601.00675v2,2601.00675v2,,,cs.RO,cs.RO,https://arxiv.org/pdf/2601.00675v2,arxiv
Robotic Foundation Models for Industrial Control: A Comprehensive Survey and Readiness Assessment Framework,2026,http://arxiv.org/abs/2603.06749v1,2603.06749v1,,,cs.RO,"cs.RO,cs.AI",https://arxiv.org/pdf/2603.06749v1,arxiv
SOP: A Scalable Online Post-Training System for Vision-Language-Action Models,2026,http://arxiv.org/abs/2601.03044v1,2601.03044v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2601.03044v1,arxiv
ST4VLA: Spatially Guided Training for Vision-Language-Action Models,2026,http://arxiv.org/abs/2602.10109v1,2602.10109v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2602.10109v1,arxiv
Scalable Dexterous Robot Learning with AR-based Remote Human-Robot Interactions,2026,http://arxiv.org/abs/2602.07341v1,2602.07341v1,,,cs.LG,"cs.LG,cs.RO",https://arxiv.org/pdf/2602.07341v1,arxiv
"Scaling Tasks, Not Samples: Mastering Humanoid Control through Multi-Task Model-Based Reinforcement Learning",2026,http://arxiv.org/abs/2603.01452v1,2603.01452v1,,,cs.AI,"cs.AI,cs.RO",https://arxiv.org/pdf/2603.01452v1,arxiv
Scaling World Model for Hierarchical Manipulation Policies,2026,http://arxiv.org/abs/2602.10983v2,2602.10983v2,,,cs.RO,cs.RO,https://arxiv.org/pdf/2602.10983v2,arxiv
SceneFoundry: Generating Interactive Infinite 3D Worlds,2026,http://arxiv.org/abs/2601.05810v2,2601.05810v2,,,cs.CV,"cs.CV,cs.AI,cs.LG,cs.RO",https://arxiv.org/pdf/2601.05810v2,arxiv
Semantic-Contact Fields for Category-Level Generalizable Tactile Tool Manipulation,2026,http://arxiv.org/abs/2602.13833v1,2602.13833v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2602.13833v1,arxiv
SignScene: Visual Sign Grounding for Mapless Navigation,2026,http://arxiv.org/abs/2602.12686v1,2602.12686v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2602.12686v1,arxiv
SuperSuit: An Isomorphic Bimodal Interface for Scalable Mobile Manipulation,2026,http://arxiv.org/abs/2603.06280v1,2603.06280v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2603.06280v1,arxiv
TRIP-Bag: A Portable Teleoperation System for Plug-and-Play Robotic Arms and Leaders,2026,http://arxiv.org/abs/2603.09226v1,2603.09226v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2603.09226v1,arxiv
Teleoperated Omni-directional Dual Arm Mobile Manipulation Robotic System with Shared Control for Retail Store,2026,http://arxiv.org/abs/2602.23923v1,2602.23923v1,10.1109/SMC54092.2024.10831687,"Proc. IEEE International Conference on Systems, Man, and Cybernetics (SMC), 2024, pp. 2935-2942",cs.RO,cs.RO,https://arxiv.org/pdf/2602.23923v1,arxiv
The Great March 100: 100 Detail-oriented Tasks for Evaluating Embodied AI Agents,2026,http://arxiv.org/abs/2601.11421v1,2601.11421v1,,,cs.RO,"cs.RO,cs.AI",https://arxiv.org/pdf/2601.11421v1,arxiv
The Law of Task-Achieving Body Motion: Axiomatizing Success of Robot Manipulation Actions,2026,http://arxiv.org/abs/2602.06572v1,2602.06572v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2602.06572v1,arxiv
The Price Is Not Right: Neuro-Symbolic Methods Outperform VLAs on Structured Long-Horizon Manipulation Tasks with Significantly Lower Energy Consumption,2026,http://arxiv.org/abs/2602.19260v1,2602.19260v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2602.19260v1,arxiv
"The Semantic Lifecycle in Embodied AI: Acquisition, Representation and Storage via Foundation Models",2026,http://arxiv.org/abs/2601.08876v1,2601.08876v1,,,cs.CV,cs.CV,https://arxiv.org/pdf/2601.08876v1,arxiv
Uncertainty-Aware Non-Prehensile Manipulation with Mobile Manipulators under Object-Induced Occlusion,2026,http://arxiv.org/abs/2602.01731v1,2602.01731v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2602.01731v1,arxiv
"Underwater Embodied Intelligence for Autonomous Robots: A Constraint-Coupled Perspective on Planning, Control, and Deployment",2026,http://arxiv.org/abs/2603.07393v1,2603.07393v1,,,cs.RO,"cs.RO,eess.SY",https://arxiv.org/pdf/2603.07393v1,arxiv
UniBiDex: A Unified Teleoperation Framework for Robotic Bimanual Dexterous Manipulation,2026,http://arxiv.org/abs/2601.04629v1,2601.04629v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2601.04629v1,arxiv
